db_id,name,rating,reviews_cnt,year,pages_cnt,publisher,genre,author,lang,description,price_from,price_to,unparsed
n252733398,Svojtka & Co. s. r. o. Stromy a keře - Naučte se znát nejdůležitější druhy,0,0,2015,256,Svojtka&amp;Co.,naučná,české</p>,,"V tomto průvodci najdete výběr nejdůležitějších druhů stromů a keřů střední Evropy. Zahrnuje všechny druhy, které můžete při svých toulkách přírodou, parky a zahradami vidět a...",95,299,"['Svojtka&Co., naučná', '', 'české']"
n252733395,"Svojtka & Co. s. r. o. Ptáci na krmítku - Nejčastější návštěvníci krmítek, jejich určování a krmení",93,6,2015,256,Svojtka&amp;Co.,naučná,české</p>,,"V tomto průvodci najdete výběr nejznámějších ptáků, které můžete ve střední Evropě nejčastěji pozorovat na krmítku i volně v přírodě a které možná budete chtít identifikovat....",95,299,"['Svojtka&Co., naučná', '', 'české']"
