db_id,name,rating,reviews_cnt,year,pages_cnt,publisher,genre,author,lang,description,price_from,price_to,unparsed
n482079178,"Karel Těšínský 1926–2005 | Milan Dospěl, Jiří Machalický, Miroslav Kroupa",0,0,2017,208,Arbor vitae,naučná,české</p>,,"Dílo Karla Těšínského (1926-2005) dosud nebylo podrobeno detailnějšímu zpracování a stále čeká na objevení odbornou i laickou veřejností. Autor patří k silné generaci umělců,...",597,799,"['Arbor vitae, naučná', '', 'české']"
