db_id,name,rating,reviews_cnt,year,pages_cnt,publisher,genre,author,lang,description,price_from,price_to,unparsed
n296972503,Blbinky a bláto. Akční knížka whodná do velkoměst a pro stavbu domečků na stromech - Andreas Weber - DharmaGaia,0,0,2015,134,DharmaGaia,dětské,české</p>,,"BLBINKY A BLÁTO

	Andreas Weber s Emmou & Maxem
	Akční knížka vhodná do velkoměst & pro stavbu domečků na stromech

	Anotace
	Příroda čím dál tím více mizí ze života dětí....",118,197,"['DharmaGaia, dětské', '', 'české']"
