db_id,name,rating,reviews_cnt,year,pages_cnt,publisher,genre,author,lang,description,price_from,price_to,unparsed
n693348831,Strachy v období rané adolescence - Radka Michalčáková,0,0,2007,152,Barrister &amp; Principal,naučná,české</p>,,Zdánlivě jednoduchá emoce strachu je ovlivňována celou řadou vlivů od dispozičních charakteristik osobnosti až k působení vnějšího prostředí; to vše vsazeno do dlouhodobého...,170,176,"['Barrister & Principal, naučná', '', 'české']"
