db_id,name,rating,reviews_cnt,year,pages_cnt,publisher,genre,author,lang,description,price_from,price_to,unparsed
n17108352,"Malá princezna PRÁH Uličiansky, Ján; Kopták, Miloš",100,1,2010,88,Práh,dětské,české</p>,,Nejkrásnější slovenská kniha pro děti 2009. Kdo by neznal nesmrtelný příběh Exupéryho Malého prince? Každý kulturní člověk z naší malé planety Země se s ním nějakým způsobem...,183,269,"['Práh, dětské', '', 'české']"
n17108410,"Mámo, táto, pojďte si hrát... Hrnčíř, Pavel; Kukovičková, Michaela",0,0,2010,64,Práh,dětské,české</p>,,"Zveme vás do jedné mimořádně potrhlé rodiny. Táta Josef, máma Eva, syn Pepík, a dcera Alenka si spolu pořád na něco hrají. Sebevýstřednější nápad je jim záminkou k rozvinutí...",39,299,"['Práh, dětské', '', 'české']"
