db_id,name,rating,reviews_cnt,year,pages_cnt,publisher,genre,author,lang,description,price_from,price_to,unparsed
n430051756,"Izrael a Palestina - Minulost, současnost a směřování blízkovýchodního konfliktu: Minulost, soucasnost a smerování blízkovýchodního konfliktu - Čejka Marek",0,0,2013,232,Barrister &amp; Principal,naučná,české</p>,,"Jedná se o jednu z prvních původních českých knih zaměřujících se na izraelsko-palestinský konflikt. Čtenáře jím v několika částech provede, objasní mu hlavní pojmy a fenomény...",195,295,"['Barrister & Principal, naučná', '', 'české']"
n43804098,Vztahy v dospívání,0,0,2013,200,Barrister &amp; Principal,naučná,české</p>,,"Publikace shrnuje různé aspekty vývoje vztahů dospívajících, kterým nebylo dosud věnováno v tuzemské odborné literatuře mnoho pozornosti. Řada tradičních názorů je revidována a...",59,239,"['Barrister & Principal, naučná', '', 'české']"
