db_id,name,rating,reviews_cnt,year,pages_cnt,publisher,genre,author,lang,description,price_from,price_to,unparsed
n65874213,"Funkcionalismus, design, škola, trh. Čtrnáct textů o problémech teorie a praxe moderního designu - Jan Michl",97,3,2012,328,Barrister &amp; Principal,naučná,české</p>,,Druhé revidované a rozšířené vydání knihy Tak nám prý forma sleduje funkci (VŠUP 2003). Kniha zahrnuje výbor Michlových odborných prací; hlavním tématem je kritické vyrovnávání...,176,395,"['Barrister & Principal, naučná', '', 'české']"
