db_id,name,rating,reviews_cnt,year,pages_cnt,publisher,genre,author,lang,description,price_from,price_to,unparsed
n153451446,Praktický průvodce kreslení Krajina,100,3,2012,48,Svojtka&amp;Co.,naučná,české</p>,,"Krajiny jsou nekonečně rozmanité a zajímavé, takže jsou pro umělce vděčným předmětem zájmu a nabízejí jim možnost zkoumat jedinečné venkovní scenerie. V této knize vás autor a...",61,99,"['Svojtka&Co., naučná', '', 'české']"
n149390546,Zvířata - Praktický průvodce kreslení,91,5,2012,48,Svojtka&amp;Co.,naučná,české</p>,,Svět zvířat je fascinující a nekonečně rozmanitý a jako takový nabízí umělcům stálou a oblíbenou inspiraci. V této knize vás autor a ilustrátor Peter Gray provede různými...,62,99,"['Svojtka&Co., naučná', '', 'české']"
n455348879,Anatomie - Praktický průvodce kreslení - neuveden,0,0,2012,48,Svojtka&amp;Co.,naučná,české</p>,,"Tato kniha je stylová a snadno použitelná anatomická příručka a je neocenitelným materiálem pro umělce, kteří chtějí dosáhnout přesvědčivého kreslení lidské postavy. Jasně...",61,99,"['Svojtka&Co., naučná', '', 'české']"
n59210288,Průvodce táborníka,0,0,2012,96,Svojtka&amp;Co.,naučná,české</p>,,"Dovednosti, které budete potřebovat. Táboření v přírodě poskytuje bezpočet jedinečných zážitků a posláním publikace je umožnit vám beze zbytku si tyto aktivity a jejich radosti...",199,199,"['Svojtka&Co., naučná', '', 'české']"
n106878473,Průvodce rybáře,87,1,2012,96,Svojtka&amp;Co.,naučná,české</p>,,"Rybaření poskytuje bezpočet příjemných zážitků a posláním této publikace je umožnit vám si tuto aktivitu beze zbytku a s radostí vychutnat. Najdete v ní 106 dovedností, které...",181,199,"['Svojtka&Co., naučná', '', 'české']"
n43974385,Jak malovat,93,4,2012,96,Svojtka&amp;Co.,naučná,české</p>,,"Jak namalovat krok za krokem domácí i cizokrajná zvířata, mořské živočichy nebo dinosaury? Jak zvládnout kresbu obličeje nebo správně použít světlo a stín? Jak malovat za pomoci...",249,249,"['Svojtka&Co., naučná', '', 'české']"
