db_id,name,rating,reviews_cnt,year,pages_cnt,publisher,genre,author,lang,description,price_from,price_to,unparsed
n16820161,"Česká republika a Evropská unie - Baun Michael, Marek Dan",0,0,2010,228,Barrister &amp; Principal,naučná,české</p>,,"Publikace se zabývá vztahy mezi Českou republikou a Evropskou unií. Analyzuje cestu České republiky ke členství v Evropské unii, kterého země dosáhla v roce 2004, a hodnotí, jak...",99,99,"['Barrister & Principal, naučná', '', 'české']"
n21059952,Evropský mezičas Nové otázky evropské integrace 2. vydání Petr Fiala,0,0,2010,208,Barrister &amp; Principal,naučná,české</p>,,"Kniha Evropský mezičas se zabývá řadou otázek, před kterými v současnosti stojí země Evropské unie. Důsledky rozšíření Evropské unie o deset nových členů, odmítnutí evropské...",46,57,"['Barrister & Principal, naučná', '', 'české']"
