db_id,name,rating,reviews_cnt,year,pages_cnt,publisher,genre,author,lang,description,price_from,price_to,unparsed
n26432458,Institucionální podmínky sociální integrace cizinců v ČR II. Robert Trbola,0,0,2011,188,Barrister &amp; Principal,naučná,české</p>,,"Sociální integrace přistěhovalců je oboustranným procesem, jehož průběh a úspěšnost bezesporu výrazně ovlivňují podmínky vytvářené hostitelskou společností. Autoři publikace se...",116,245,"['Barrister & Principal, naučná', '', 'české']"
n30887319,Alexej Čepička Karel Kaplan,85,1,2011,228,Barrister &amp; Principal,naučná,české</p>,,"Nová kniha renomovaného historika Karla Kaplana přináší řadu nových informací o jednom z nejobávanějších politiků padesátých let, Alexeji Čepičkovi. Jméno zetě „prvního...",129,145,"['Barrister & Principal, naučná', '', 'české']"
n26432457,Institucionální podmínky sociální integrace cizinců v ČR I. - Robert Trbola,0,0,2011,184,Barrister &amp; Principal,naučná,české</p>,,"Hostitelská společnost nastavením své přistěhovalecké politiky reguluje migrační toky, a určuje tedy, kdo a za jakých podmínek může na jejím území legálně pobývat, a současně...",245,245,"['Barrister & Principal, naučná', '', 'české']"
