db_id,name,rating,reviews_cnt,year,pages_cnt,publisher,genre,author,lang,description,price_from,price_to,unparsed
n246152476,Na konci bezstarostnosti,0,0,2015,148,Barrister &amp; Principal,naučná,české</p>,,"Významný český politolog reaguje souborem originálních esejů na krizi Evropy a oslabení Západu a výzvy, před kterými stojí naše evropská společnost. Přehledně popisuje také...",127,199,"['Barrister & Principal, naučná', '', 'české']"
n350797783,Hledání rovnováhy,0,0,2015,100,Barrister &amp; Principal,naučná,české</p>,,"Strategie kulturního managementu a kulturní politika obecně je jednou z nejvíce zanedbaných oblastí v ČR, v praktické i akademické rovině. Publikace zpracovaná předními...",108,175,"['Barrister & Principal, naučná', '', 'české']"
