db_id,name,rating,reviews_cnt,year,pages_cnt,publisher,genre,author,lang,description,price_from,price_to,unparsed
n24154613,Putování mladého Lin-ťiho - Šu-La-Ce,0,0,2011,340,Malvern,naučná,české</p>,,"Kronikář čchanového buddhismu z 9. století známý už i našim čtenářům, mnich jménem Šu la ce, nás v této práci seznamuje se zráním, a formováním učení slovutného opata Lin ťiho...",142,238,"['Malvern, naučná', '', 'české']"
n29653220,Chvála schoulení - Daniela Hodrová,0,0,2011,426,Malvern,naučná,české</p>,,"Kniha Daniely Hodrové - soubor dvaceti osmi esejů - je v nejednom ohledu mimořádná. Spojuje přesvědčivě v jednotu, co bývá vykládáno odděleně a stavěno nejednou i proti sobě:...",208,266,"['Malvern, naučná', '', 'české']"
