db_id,name,rating,reviews_cnt,year,pages_cnt,publisher,genre,author,lang,description,price_from,price_to,unparsed
n43763586,Překvapivé stavby + CD - David Vávra,0,0,2010,216,Plus,naučná,české</p>,,"Netradiční průvodce vychází z kresebných deníků putujícího architekta Davida Vávry. Nejprve nám ukázal, jak Šumná jsou naše města, nyní nás zavede různě daleko za hranice nejen...",233,299,"['Plus, naučná', '', 'české']"
n106876145,Události 2004-2010 - Doležal Bohumil,0,0,2010,224,Plus,naučná,české</p>,,Bohumil Doležal (1940) začal svou kariéru v 60. letech jako literární kritik. V legendárním časopise Tvář se z něj stal uznávaný a obávaný arbitr literárního života; během...,19,34,"['Plus, naučná', '', 'české']"
n16399330,Události 2004-2010 - Bohumil Doležal,0,0,2010,224,Plus,naučná,české</p>,,Bohumil Doležal (1940) začal svou kariéru v 60. letech jako literární kritik. V legendárním časopise Tvář se z něj stal uznávaný a obávaný arbitr literárního života; během...,192,192,"['Plus, naučná', '', 'české']"
