db_id,name,rating,reviews_cnt,year,pages_cnt,publisher,genre,author,lang,description,price_from,price_to,unparsed
n634582470,"Ó hory, ó hory, ó hory / Současná architektura v českých a slovenských horách obojstranná",0,0,2018,256,Galerie Jaroslava Fragnera &amp; A,naučná,české</p>,,"Publikace doprovázející stejnojmennou výstavu (Praha, Bratislava, Starý Smokovec; 2018) představuje současnou architektonickou tvorbu v horské krajině v České republice a na...",333,350,"['Galerie Jaroslava Fragnera & A, naučná', '', 'české']"
