db_id,name,rating,reviews_cnt,year,pages_cnt,publisher,genre,author,lang,description,price_from,price_to,unparsed
n707610051,"Mami, vypravuj mi pohádku - Kučík Vladimír",0,0,2016,112,Olympia,dětské,české</p>,,"""Mami, vypravuj mi pohádku"" je knížkou pro nejmenší děti, je souborem pohádkových příběhů, které maminka vypravuje svojí malé Evičce. Děvčátko se už nemůže dočkat...",194,299,"['Olympia, dětské', '', 'české']"
