db_id,name,rating,reviews_cnt,year,pages_cnt,publisher,genre,author,lang,description,price_from,price_to,unparsed
n520897892,Feng Šuej pro nechápavé - David Daniel Kennedy,80,1,2017,408,Svojtka&amp;Co.,naučná,české</p>,,"Také zjišťujete, že obvyklé příručky pro začátečníky jsou přecpány technickými detaily a radami, které snad nikdy nepoužijete? Hledáte nejlepší a nejsnazší způsob, jak...",221,349,"['Svojtka&Co., naučná', '', 'české']"
n550819070,Hřibovité houby Evropy - Michal Mikšík,90,10,2017,400,Svojtka&amp;Co.,naučná,české</p>,,"Hřibovité houby. Kdo by je neznal? Milujeme jejich vůni a chuť a rádi se za nimi vydáváme do lesa. Sice je prakticky nelze zaměnit za smrtelně jedovaté druhy, přesto se vám...",569,899,"['Svojtka&Co., naučná', '', 'české']"
