db_id,name,rating,reviews_cnt,year,pages_cnt,publisher,genre,author,lang,description,price_from,price_to,unparsed
n576070048,"Svoboda a hranice, láska a respekt - Wildová Rebeca",0,0,2010,196,DharmaGaia,naučná,české</p>,,"SVOBODA A HRANICE, LÁSKA A RESPEKT

	Rebeca Wildová

	 

	Anotace
	Mnoho rodičů se snaží o respektující výchovu. S vymezováním hranic ve výchově dětí si je však jist málokdo....",172,249,"['DharmaGaia, naučná', '', 'české']"
